OBJECTID,ZONING_,ZONING_REP,ZONING_DET,PD_Type,SDD,SDD_SECTIO,Comment,Applicatio,Resolution,Ordinance,OrdinanceU,Zoning
330,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
331,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
332,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
333,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
334,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
335,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
336,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
337,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
338,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
339,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
340,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
341,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
342,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
343,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
344,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
345,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
346,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
347,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
348,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
349,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
350,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
351,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
352,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
353,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
354,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
355,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
356,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
357,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
358,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
359,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
360,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
361,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
362,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
363,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
364,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
365,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
366,County,Alameda County,Alameda County,NA,NA,NA,NA,NA,NA,NA,NA,9
367,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
368,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
369,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
370,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
371,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
372,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
373,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
374,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
375,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
376,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
377,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
378,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
379,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
380,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
381,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
382,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
383,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
384,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
385,A,Agriculture,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,0
386,AB10A,Agriculture,Agriculture,NA,SD5,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
387,AB10A,Agriculture,Agriculture,NA,SD5,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
388,AB160A,Agriculture,Agriculture,NA,NA,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
389,AB160A,Agriculture,Agriculture,NA,NA,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
390,AT-AC,Air Terminal-Aviation Commercial,Air Terminal - Aviation Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
391,AT-AC,Air Terminal-Aviation Commercial,Air Terminal - Aviation Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
392,AT-C,Air Terminal-Commercial,Air Terminal - Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
393,AT-C,Air Terminal-Commercial,Air Terminal - Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
394,AT-C,Air Terminal-Commercial,Air Terminal - Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
395,AT-C,Air Terminal-Commercial,Air Terminal - Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
396,AT-C,Air Terminal-Commercial,Air Terminal - Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
397,AT-IP,Air Terminal-Industrial Park,Air Terminal - Industrial Park,NA,NA,NA,NA,NA,NA,NA,NA,0
398,AT-IP,Air Terminal-Industrial Park,Air Terminal - Industrial Park,NA,NA,NA,NA,NA,NA,NA,NA,0
399,AT-IP,Air Terminal-Industrial Park,Air Terminal - Industrial Park,NA,NA,NA,NA,NA,NA,NA,NA,0
400,AT-O,Air Terminal-Operations,Air Terminal - Operations,NA,NA,NA,NA,NA,NA,NA,NA,0
401,AT-R,Air Terminal-Recreation,Air Terminal - Recreation,NA,NA,NA,NA,NA,NA,NA,NA,0
402,AT-R,Air Terminal-Recreation,Air Terminal - Recreation,NA,NA,NA,NA,NA,NA,NA,NA,0
403,AT-RM,Air Terminal-Med Density Residential,Air Terminal - Medium Density Residential,NA,NA,NA,NA,NA,NA,NA,NA,2
404,PD,Planned Development,Planned Development,Industrial,NA,NA,NA,201604872,17-067,17-06,http://citydocuments.hayward-ca.gov/WebLink/DocView.aspx?id=199298&dbid=0&repo=COHDATA,0
405,CB,Central Business,Central Business,NA,NA,NA,NA,NA,NA,NA,NA,0
406,CB,Central Business,Central Business,NA,NA,NA,NA,NA,NA,NA,NA,0
407,CBB20,Central Business,"Central Business - Min. Lot Size - 20,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,0
408,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
409,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
410,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
411,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
412,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
413,CC-C,Central City Commercial,Central City Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
414,CC-C,Central City Commercial,Central City Commercial,NA,SD3,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
415,CC-R,Central City Residential,Central City Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
416,CC-R,Central City Residential,Central City Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
417,CC-R,Central City Residential,Central City Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
418,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
419,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
420,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
421,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
422,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
423,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
424,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
425,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
426,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
427,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
428,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
429,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
430,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
431,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
432,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
433,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
434,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
435,CG,General Commercial,General Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
436,CG,General Commercial,General Commercial,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
437,CG,General Commercial,General Commercial,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
438,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
439,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
440,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
441,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
442,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
443,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
444,CL,Limited Access Commercial,Limited Access Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
445,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
446,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
447,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
448,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
449,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
450,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
451,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
452,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
453,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
454,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
455,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
456,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
457,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
458,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
459,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
460,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
461,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
462,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
463,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
464,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
465,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
466,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
467,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
468,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
469,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
470,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
471,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
472,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
473,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
474,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
475,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
476,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
477,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
478,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
479,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
480,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
481,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
482,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
483,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
484,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
485,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
486,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
487,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
488,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
489,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
490,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
491,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
492,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
493,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
494,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
495,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
496,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
497,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
498,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
499,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
500,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
501,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
502,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
503,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
504,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
505,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
506,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
507,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
508,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
509,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
510,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
511,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
512,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
513,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
514,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
515,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
516,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
517,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
518,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
519,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
520,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
521,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
522,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
523,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
524,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
525,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
526,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
527,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
528,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
529,CN,Neighborhood Commercial,Neighborhood Commercial,NA,NA,NA,NA,NA,NA,NA,NA,0
530,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
531,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
532,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
533,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
534,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
535,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
536,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,NA,NA,NA,NA,NA,NA,NA,0
537,CN-R,Neighborhood Commercial-Residential,Neighborhood Commercial - Residential,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
538,CO,Commercial Office,Commercial Office,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
539,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
540,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
541,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
542,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
543,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
544,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
545,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
546,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
547,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
548,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
549,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
550,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
551,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
552,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
553,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
554,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
555,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
556,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
557,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
558,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
559,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
560,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
561,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
562,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
563,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
564,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
565,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
566,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
567,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
568,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
569,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
570,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
571,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
572,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
573,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
574,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
575,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
576,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
577,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
578,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
579,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
580,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
581,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
582,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
583,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
584,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
585,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
586,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
587,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
588,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
589,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
590,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
591,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
592,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
593,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
594,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
595,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
596,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
597,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
598,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
599,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
600,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
601,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
602,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
603,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
604,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
605,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
606,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
607,CO,Commercial Office,Commercial Office,NA,NA,NA,NA,NA,NA,NA,NA,0
